"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"Florida       ",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2009_Florida","Florida",12,2009,2009,"Firearm","GRINJ-006",111,3580547,"3.1",40.1,14258610,2081848,44736,952,"(1) Law provision is present"
"Georgia       ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Georgia","Georgia",13,2009,2009,"Firearm","GRINJ-006",78,2072317,"3.8",34.6,6079509,1096655,47590,800,"(0) Law provision is not present"
"Idaho         ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Idaho","Idaho",16,2009,2009,"Firearm","GRINJ-006",21,339836,"6.2",34.2,1427540,157721,44926,694,"(0) Law provision is not present"
"Illinois      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2009_Illinois","Illinois",17,2009,2009,"Firearm","GRINJ-006",48,2689777,"1.8",36.2,9359857,1593889,53966,828,"(1) Law provision is present"
"Indiana       ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Indiana","Indiana",18,2009,2009,"Firearm","GRINJ-006",57,1378992,"4.1",36.8,5502046,606497,45424,687,"(0) Law provision is not present"
"Iowa          ",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2009_Iowa","Iowa",19,2009,2009,"Firearm","GRINJ-006",20,633212,"3.2",38,2774940,350245,48044,611,"(1) Law provision is present"
"Kansas        ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Kansas","Kansas",20,2009,2009,"Firearm","GRINJ-006",26,607336,"4.3",35.9,2433099,348274,47817,671,"(0) Law provision is not present"
"Kentucky      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Kentucky","Kentucky",21,2009,2009,"Firearm","GRINJ-006",42,869573,"4.8",37.7,3829537,358687,40072,613,"(0) Law provision is not present"
"Louisiana     ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Louisiana","Louisiana",22,2009,2009,"Firearm","GRINJ-006",39,970778,"4.0",35.6,2859980,419316,42492,715,"(0) Law provision is not present"
"Maryland      ",2009,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2009_Maryland","Maryland",24,2009,2009,"Firearm","GRINJ-006",35,1177534,"3.0",37.7,3432154,748377,69272,1108,"(1) Law provision is present"
"Michigan      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Michigan","Michigan",26,2009,2009,"Firearm","GRINJ-006",61,2099541,"2.9",38.5,7966936,1005499,45255,716,"(0) Law provision is not present"
"Minnesota     ",2009,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2009_Minnesota","Minnesota",27,2009,2009,"Firearm","GRINJ-006",41,1084225,"3.8",37.5,4601572,738972,55616,757,"(1) Law provision is present"
"Mississippi   ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Mississippi","Mississippi",28,2009,2009,"Firearm","GRINJ-006",26,645602,"4.0",35.1,1758282,234032,36646,644,"(0) Law provision is not present"
"Missouri      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Missouri","Missouri",29,2009,2009,"Firearm","GRINJ-006",49,1237095,"4.0",37.6,5021359,623479,45229,668,"(0) Law provision is not present"
"Montana       ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Montana","Montana",30,2009,2009,"Firearm","GRINJ-006",22,197233,"11.2",39.3,871719,123649,42322,627,"(0) Law provision is not present"
"Nebraska      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Nebraska","Nebraska",31,2009,2009,"Firearm","GRINJ-006",16,382208,"Unreliable",35.8,1583709,214419,47357,644,"(0) Law provision is not present"
"Nevada        ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Nevada","Nevada",32,2009,2009,"Firearm","GRINJ-006",21,541005,"3.9",35.5,2013125,245697,53341,993,"(0) Law provision is not present"
"New Hampshire ",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2009_NewHampshire","New Hampshire",33,2009,2009,"Firearm","GRINJ-006",15,265477,"Unreliable",40.4,1251946,187812,60567,918,"(1) Law provision is present"
"New Jersey    ",2009,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2009_NewJersey","New Jersey",34,2009,2009,"Firearm","GRINJ-006",11,1723399,"Unreliable",38.7,6154878,1273186,68342,1108,"(1) Law provision is present"
"New Mexico    ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_NewMexico","New Mexico",35,2009,2009,"Firearm","GRINJ-006",29,432091,"6.7",35.5,1456668,192548,43028,680,"(0) Law provision is not present"
"New York      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_NewYork","New York",36,2009,2009,"Firearm","GRINJ-006",47,3991970,"1.2",38.1,13162838,2434198,54659,984,"(0) Law provision is not present"
"North Carolina",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2009_NorthCarolina","North Carolina",37,2009,2009,"Firearm","GRINJ-006",76,1938760,"3.9",36.9,6609224,1091506,43674,720,"(1) Law provision is present"
"North Dakota  ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_NorthDakota","North Dakota",38,2009,2009,"Firearm","GRINJ-006",12,146807,"Unreliable",37,583263,80126,47827,564,"(0) Law provision is not present"
"Ohio          ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Ohio","Ohio",39,2009,2009,"Firearm","GRINJ-006",72,2371094,"3.0",38.5,9694632,1183146,45395,670,"(0) Law provision is not present"
"Oklahoma      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Oklahoma","Oklahoma",40,2009,2009,"Firearm","GRINJ-006",38,784962,"4.8",35.7,2778234,364742,41664,636,"(0) Law provision is not present"
"Oregon        ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Oregon","Oregon",41,2009,2009,"Firearm","GRINJ-006",29,752197,"3.9",38,3274965,484488,48457,819,"(0) Law provision is not present"
"Pennsylvania  ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Pennsylvania","Pennsylvania",42,2009,2009,"Firearm","GRINJ-006",74,2574331,"2.9",39.9,10525640,1394249,49520,738,"(0) Law provision is not present"
"South Carolina",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_SouthCarolina","South Carolina",45,2009,2009,"Firearm","GRINJ-006",46,955073,"4.8",37.5,3082191,480232,42442,706,"(0) Law provision is not present"
"South Dakota  ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_SouthDakota","South Dakota",46,2009,2009,"Firearm","GRINJ-006",14,169663,"Unreliable",36.8,701305,93321,45043,562,"(0) Law provision is not present"
"Tennessee     ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Tennessee","Tennessee",47,2009,2009,"Firearm","GRINJ-006",64,1277392,"5.0",37.7,4981348,636544,41725,682,"(0) Law provision is not present"
"Texas         ",2009,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2009_Texas","Texas",48,2009,2009,"Firearm","GRINJ-006",199,5523619,"3.6",33.1,18277105,2618635,48259,788,"(1) Law provision is present"
"Utah          ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Utah","Utah",49,2009,2009,"Firearm","GRINJ-006",29,670495,"4.3",28.9,2487925,304181,55117,793,"(0) Law provision is not present"
"Virginia      ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Virginia","Virginia",51,2009,2009,"Firearm","GRINJ-006",52,1631548,"3.2",37,5552824,1035382,59330,989,"(0) Law provision is not present"
"Washington    ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Washington","Washington",53,2009,2009,"Firearm","GRINJ-006",49,1364157,"3.6",36.9,5342426,885861,56548,911,"(0) Law provision is not present"
"West Virginia ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_WestVirginia","West Virginia",54,2009,2009,"Firearm","GRINJ-006",22,346324,"6.4",40.8,1715221,133022,37435,552,"(0) Law provision is not present"
"Wisconsin     ",2009,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2009_Wisconsin","Wisconsin",55,2009,2009,"Firearm","GRINJ-006",39,1169774,"3.3",38.4,4997567,648584,49993,708,"(1) Law provision is present"
"Wyoming       ",2009,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2009_Wyoming","Wyoming",56,2009,2009,"Firearm","GRINJ-006",13,115775,"Unreliable",36.7,497086,56495,52664,700,"(0) Law provision is not present"
"Alabama       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Alabama","Alabama",1,2010,2010,"Firearm","GRINJ-006",52,998448,"5.2",37.8,3324276,439863,40474,667,"(0) Law provision is not present"
"Alaska        ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Alaska","Alaska",2,2010,2010,"Firearm","GRINJ-006",33,157376,"21.0",33.8,481446,83346,64576,981,"(0) Law provision is not present"
"Arizona       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Arizona","Arizona",4,2010,2010,"Firearm","GRINJ-006",72,1352830,"5.3",35.9,5095378,691889,46789,844,"(0) Law provision is not present"
"Arkansas      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Arkansas","Arkansas",5,2010,2010,"Firearm","GRINJ-006",29,601014,"4.8",37.3,2289695,252888,38307,638,"(0) Law provision is not present"
"California    ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2010_California","California",6,2010,2010,"Firearm","GRINJ-006",148,8180819,"1.8",35.2,23322954,4610875,57708,1163,"(1) Law provision is present"
"Colorado      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Colorado","Colorado",8,2010,2010,"Firearm","GRINJ-006",58,1020744,"5.7",36,4208365,779055,54046,863,"(0) Law provision is not present"
"Florida       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2010_Florida","Florida",12,2010,2010,"Firearm","GRINJ-006",114,3587987,"3.2",40.7,14411461,2171876,44409,947,"(1) Law provision is present"
"Georgia       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Georgia","Georgia",13,2010,2010,"Firearm","GRINJ-006",89,2079763,"4.3",35.4,5895315,1093642,46430,819,"(0) Law provision is not present"
"Idaho         ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Idaho","Idaho",16,2010,2010,"Firearm","GRINJ-006",22,340523,"6.5",34.7,1449223,165218,43490,683,"(0) Law provision is not present"
"Illinois      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2010_Illinois","Illinois",17,2010,2010,"Firearm","GRINJ-006",43,2680504,"1.6",36.6,9305662,1629625,52972,848,"(1) Law provision is present"
"Indiana       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Indiana","Indiana",18,2010,2010,"Firearm","GRINJ-006",49,1379712,"3.6",36.9,5522578,617193,44613,683,"(0) Law provision is not present"
"Iowa          ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2010_Iowa","Iowa",19,2010,2010,"Firearm","GRINJ-006",21,631091,"3.3",38.2,2791596,344952,47961,629,"(1) Law provision is present"
"Kansas        ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Kansas","Kansas",20,2010,2010,"Firearm","GRINJ-006",26,607159,"4.3",36.2,2436845,354379,48257,682,"(0) Law provision is not present"
"Kentucky      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Kentucky","Kentucky",21,2010,2010,"Firearm","GRINJ-006",35,870917,"4.0",38,3837101,359930,40062,613,"(0) Law provision is not present"
"Louisiana     ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Louisiana","Louisiana",22,2010,2010,"Firearm","GRINJ-006",46,971924,"4.7",35.9,2855924,424074,42505,736,"(0) Law provision is not present"
"Maine         ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Maine","Maine",23,2010,2010,"Firearm","GRINJ-006",12,246969,"Unreliable",42.7,1265687,162350,45815,707,"(0) Law provision is not present"
"Maryland      ",2010,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2010_Maryland","Maryland",24,2010,2010,"Firearm","GRINJ-006",21,1178968,"1.8",38,3408003,762917,68854,1131,"(1) Law provision is present"
"Massachusetts ",2010,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2010_Massachusetts","Massachusetts",25,2010,2010,"Firearm","GRINJ-006",13,1344037,"Unreliable",39.1,5320148,992307,62072,1009,"(1) Law provision is present"
"Michigan      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Michigan","Michigan",26,2010,2010,"Firearm","GRINJ-006",80,2083887,"3.8",39,7834808,1023760,45413,730,"(0) Law provision is not present"
"Minnesota     ",2010,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2010_Minnesota","Minnesota",27,2010,2010,"Firearm","GRINJ-006",39,1075822,"3.6",37.5,4573199,760013,55459,764,"(1) Law provision is present"
"Mississippi   ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Mississippi","Mississippi",28,2010,2010,"Firearm","GRINJ-006",23,643761,"3.6",36.1,1767532,236965,36851,672,"(0) Law provision is not present"
"Missouri      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Missouri","Missouri",29,2010,2010,"Firearm","GRINJ-006",55,1234000,"4.5",38,4983469,639352,44301,682,"(0) Law provision is not present"
"Montana       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Montana","Montana",30,2010,2010,"Firearm","GRINJ-006",18,194986,"Unreliable",40.1,890335,133356,42666,642,"(0) Law provision is not present"
"Nevada        ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Nevada","Nevada",32,2010,2010,"Firearm","GRINJ-006",24,543282,"4.4",36.3,1970730,256589,51001,952,"(0) Law provision is not present"
"New Hampshire ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2010_NewHampshire","New Hampshire",33,2010,2010,"Firearm","GRINJ-006",13,262786,"Unreliable",41.3,1238424,185129,61042,951,"(1) Law provision is present"
"New Jersey    ",2010,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2010_NewJersey","New Jersey",34,2010,2010,"Firearm","GRINJ-006",11,1726672,"Unreliable",39,6103285,1321937,67681,1114,"(1) Law provision is present"
"New Mexico    ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_NewMexico","New Mexico",35,2010,2010,"Firearm","GRINJ-006",23,433922,"5.3",36.7,1515500,189989,42090,699,"(0) Law provision is not present"
"New York      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_NewYork","New York",36,2010,2010,"Firearm","GRINJ-006",40,3988669,"1.0",38,12775673,2433331,54148,1020,"(0) Law provision is not present"
"North Carolina",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2010_NorthCarolina","North Carolina",37,2010,2010,"Firearm","GRINJ-006",83,1952268,"4.3",37.3,6666233,1123118,43326,731,"(1) Law provision is present"
"North Dakota  ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_NorthDakota","North Dakota",38,2010,2010,"Firearm","GRINJ-006",12,146220,"Unreliable",37.4,607058,87414,48670,583,"(0) Law provision is not present"
"Ohio          ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Ohio","Ohio",39,2010,2010,"Firearm","GRINJ-006",83,2361497,"3.5",38.9,9569990,1210527,45090,685,"(0) Law provision is not present"
"Oklahoma      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Oklahoma","Oklahoma",40,2010,2010,"Firearm","GRINJ-006",45,787390,"5.7",36.3,2764307,376600,42072,659,"(0) Law provision is not present"
"Oregon        ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Oregon","Oregon",41,2010,2010,"Firearm","GRINJ-006",25,750461,"3.3",38.5,3262714,478133,46560,816,"(0) Law provision is not present"
"Pennsylvania  ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Pennsylvania","Pennsylvania",42,2010,2010,"Firearm","GRINJ-006",97,2570363,"3.8",40.2,10492442,1445223,49288,763,"(0) Law provision is not present"
"South Carolina",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_SouthCarolina","South Carolina",45,2010,2010,"Firearm","GRINJ-006",45,958769,"4.7",37.8,3110798,484341,42018,728,"(0) Law provision is not present"
"South Dakota  ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_SouthDakota","South Dakota",46,2010,2010,"Firearm","GRINJ-006",12,169184,"Unreliable",37.3,701880,98760,45904,591,"(0) Law provision is not present"
"Tennessee     ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Tennessee","Tennessee",47,2010,2010,"Firearm","GRINJ-006",59,1282371,"4.6",38,4982270,621127,41461,697,"(0) Law provision is not present"
"Texas         ",2010,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2010_Texas","Texas",48,2010,2010,"Firearm","GRINJ-006",209,5582086,"3.7",33.6,18716520,2733721,48615,801,"(1) Law provision is present"
"Utah          ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Utah","Utah",49,2010,2010,"Firearm","GRINJ-006",35,675560,"5.2",29.2,2466280,315627,54744,796,"(0) Law provision is not present"
"Virginia      ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Virginia","Virginia",51,2010,2010,"Firearm","GRINJ-006",43,1634302,"2.6",37.5,5573934,1075786,60674,1019,"(0) Law provision is not present"
"Washington    ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Washington","Washington",53,2010,2010,"Firearm","GRINJ-006",47,1361873,"3.5",37.2,5308097,897884,55631,908,"(0) Law provision is not present"
"West Virginia ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_WestVirginia","West Virginia",54,2010,2010,"Firearm","GRINJ-006",17,346341,"Unreliable",41.2,1740520,140850,38218,571,"(0) Law provision is not present"
"Wisconsin     ",2010,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2010_Wisconsin","Wisconsin",55,2010,2010,"Firearm","GRINJ-006",53,1161688,"4.6",38.5,4951854,659852,49001,715,"(1) Law provision is present"
"Wyoming       ",2010,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2010_Wyoming","Wyoming",56,2010,2010,"Firearm","GRINJ-006",19,114415,"Unreliable",36.7,513623,58232,53512,693,"(0) Law provision is not present"
"Alabama       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Alabama","Alabama",1,2011,2011,"Firearm","GRINJ-006",55,1003010,"5.5",38.1,3318110,443488,41415,687,"(0) Law provision is not present"
"Alaska        ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Alaska","Alaska",2,2011,2011,"Firearm","GRINJ-006",23,158987,"14.5",33.9,482698,77153,67825,1049,"(0) Law provision is not present"
"Arizona       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Arizona","Arizona",4,2011,2011,"Firearm","GRINJ-006",78,1367097,"5.7",36.2,5141027,719546,46709,850,"(0) Law provision is not present"
